MET,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,AccX,AccY,AccZ,VelX,VelY,VelZ,Thrust1,Thrust2,Thrust3,Thrust4,Thrust5,Thrust6,Thrust7
-9.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-8.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0283,0.0283,0.0283,0.0283,0.0000
-6.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0567,0.0567,0.0567,0.0567,0.0000
-6.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0850,0.0850,0.0850,0.0850,0.0000
-6.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.1133,0.1133,0.1133,0.1133,0.0000
-6.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.1417,0.1417,0.1417,0.1417,0.0000
-6.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.1700,0.1700,0.1700,0.1700,0.0000
-5.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.1983,0.1983,0.1983,0.1983,0.0000
-5.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.2267,0.2267,0.2267,0.2267,0.0000
-5.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.2550,0.2550,0.2550,0.2550,0.0000
-5.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.2833,0.2833,0.2833,0.2833,0.0000
-5.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.3117,0.3117,0.3117,0.3117,0.0000
-5.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.3400,0.3400,0.3400,0.3400,0.0000
-5.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.3683,0.3683,0.3683,0.3683,0.0000
-5.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.3967,0.3967,0.3967,0.3967,0.0000
-5.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.4250,0.4250,0.4250,0.4250,0.0000
-5.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.4533,0.4533,0.4533,0.4533,0.0000
-4.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.4817,0.4817,0.4817,0.4817,0.0000
-4.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.5100,0.5100,0.5100,0.5100,0.0000
-4.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.5383,0.5383,0.5383,0.5383,0.0000
-4.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.5667,0.5667,0.5667,0.5667,0.0000
-4.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.5950,0.5950,0.5950,0.5950,0.0000
-4.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.6233,0.6233,0.6233,0.6233,0.0000
-4.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.6517,0.6517,0.6517,0.6517,0.0000
-4.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.6800,0.6800,0.6800,0.6800,0.0000
-4.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.7083,0.7083,0.7083,0.7083,0.0000
-4.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.7367,0.7367,0.7367,0.7367,0.0000
-3.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.7650,0.7650,0.7650,0.7650,0.0000
-3.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.7933,0.7933,0.7933,0.7933,0.0000
-3.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8217,0.8217,0.8217,0.8217,0.0000
-3.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-3.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-2.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-1.00,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.90,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.80,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.70,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.60,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.50,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.40,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.30,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.20,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
-0.10,910815.417375,-5531142.280790,3032414.653908,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
0.00,910815.441904,-5531142.429748,3032414.736124,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,0.245290,-1.489581,0.822157,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.10,910815.490962,-5531142.727664,3032414.900555,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,0.490580,-2.979162,1.644315,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.20,910815.564549,-5531143.174539,3032415.147202,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,0.735870,-4.468743,2.466472,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.30,910815.662665,-5531143.770371,3032415.476065,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,0.981160,-5.958323,3.288629,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.40,910815.785310,-5531144.515161,3032415.887144,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,1.226449,-7.447904,4.110787,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.50,910815.932484,-5531145.408910,3032416.380438,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,1.471739,-8.937485,4.932944,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.60,910816.104187,-5531146.451616,3032416.955949,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,1.717029,-10.427066,5.755102,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.70,910816.300419,-5531147.643281,3032417.613674,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,27.000000,1.962319,-11.916647,6.577259,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.80,910816.513474,-5531148.937111,3032418.327789,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.130554,-12.938297,7.141147,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
0.90,910816.743353,-5531150.333105,3032419.098293,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.298790,-13.959946,7.705035,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.00,910816.990056,-5531151.831265,3032419.925185,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.467025,-14.981596,8.268923,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.10,910817.253582,-5531153.431590,3032420.808466,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.635261,-16.003246,8.832811,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.20,910817.533931,-5531155.134079,3032421.748136,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.803496,-17.024895,9.396699,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.30,910817.831105,-5531156.938734,3032422.744195,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,2.971732,-18.046545,9.960587,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.40,910818.145101,-5531158.845553,3032423.796642,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.139967,-19.068195,10.524475,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.50,910818.475922,-5531160.854538,3032424.905478,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.308203,-20.089845,11.088363,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.60,910818.823565,-5531162.965687,3032426.070704,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.476438,-21.111494,11.652251,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.70,910819.188033,-5531165.179001,3032427.292317,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.644674,-22.133144,12.216139,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.80,910819.569324,-5531167.494481,3032428.570320,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.812909,-23.154794,12.780027,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
1.90,910819.967438,-5531169.912125,3032429.904712,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,3.981145,-24.176443,13.343915,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
2.00,910820.382376,-5531172.431934,3032431.295492,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,4.149380,-25.198093,13.907803,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
2.10,910820.814138,-5531175.053909,3032432.742661,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,4.317616,-26.219743,14.471691,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
2.20,910821.262723,-5531177.778048,3032434.246219,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,4.485851,-27.241392,15.035579,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
2.30,910821.728131,-5531180.604352,3032435.806166,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.600000,4.654086,-28.263042,15.599467,0.9500,0.9500,0.8500,0.8500,0.8500,0.8500,0.0000
